"submission_id","itemname","felicity_rating","sentence","mirativity","valence","noteworthiness","felicity_mean","felicity_sd"
2269,"Item4",1,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","+","-","-",3.36458333333333,1.80128487280121
2269,"Item8",1,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","-","-","-",3.19791666666667,1.87290818987993
2269,"Item15",2,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","-","-","+",4.29166666666667,1.9189726783753
2269,"Item3",6,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","+","-","+",4.59375,2.05492028274117
2269,"Item7",6,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","-","-","+",4.29166666666667,1.9189726783753
2269,"Item5",10,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","-","+","+",7.53125,2.03109058078866
2269,"Item6",10,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","-","+","-",5.73958333333333,2.08374557324907
2271,"Item2",7,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are average compared to similar socks, and he feels neutral about them.<br>He says, <q>What a fabric!</q>","+","-","-",3.36458333333333,1.80128487280121
2271,"Item12",7,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is typical compared to similar songs, but she still finds it very pleasant.<br>She says, <q>What a song!</q>","-","+","-",5.73958333333333,2.08374557324907
2271,"Item11",7,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is more lively than most similar markets, and she finds it very pleasant.<br>She says, <q>What a market!</q>","-","+","+",7.53125,2.03109058078866
2271,"Item3",7,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is more striking than most similar photographs, and he finds it very pleasant.<br>He says, <q>What a shot!</q>","-","+","+",7.53125,2.03109058078866
2271,"Item16",7,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is normal compared to similar dresses, but she still feels very positive about it.<br>She says, <q>What a dress!</q>","+","+","-",5.70833333333333,2.0921742237338
2271,"Item7",7,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is tastier than most similar teas, and he is very happy about it.<br>He says, <q>What an infusion!</q>","+","+","+",8.15625,1.51711724558193
2271,"Item4",7,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is average compared to similar meals, but he still finds it very pleasant.<br>He says, <q>What a dish!</q>","-","+","-",5.73958333333333,2.08374557324907
2271,"Item15",7,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is more entertaining than most similar games, and she feels very positive about it.<br>She says, <q>What a game!</q>","+","+","+",8.15625,1.51711724558193
2271,"Item5",7,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, but he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","-","-","+",4.29166666666667,1.9189726783753
2271,"Item14",7,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are normal compared to similar cookies, and she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","-","-","-",3.19791666666667,1.87290818987993
2271,"Item9",7,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is more interesting than most similar films, but she feels indifferent about it.<br>She says, <q>What a movie!</q>","+","-","+",4.59375,2.05492028274117
2271,"Item10",7,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is typical compared to similar soups, and she feels indifferent about it.<br>She says, <q>What a broth!</q>","+","-","-",3.36458333333333,1.80128487280121
2271,"Item6",7,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, and he has no strong feelings about it.<br>He says, <q>What a tale!</q>","-","-","-",3.19791666666667,1.87290818987993
2271,"Item8",7,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is ordinary compared to similar wines, but he still feels very positive about it.<br>He says, <q>What a flavor!</q>","+","+","-",5.70833333333333,2.0921742237338
2271,"Item1",7,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is nicer than most similar views, but he still feels neutral about it.<br>He says, <q>What a view!</q>","+","-","+",4.59375,2.05492028274117
2271,"Item13",7,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is more soothing than most similar creams, but she has no strong feelings about it.<br>She says, <q>What a cream!</q>","-","-","+",4.29166666666667,1.9189726783753
2272,"Item2",4,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are warmer than most similar socks, but he still feels neutral about them.<br>He says, <q>What a fabric!</q>","-","-","+",4.29166666666667,1.9189726783753
2272,"Item10",6,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is more hearty than most similar soups, but she feels indifferent about it.<br>She says, <q>What a broth!</q>","-","-","+",4.29166666666667,1.9189726783753
2272,"Item4",8,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is more flavorful than most similar meals, and he finds it very pleasant.<br>He says, <q>What a dish!</q>","+","+","+",8.15625,1.51711724558193
2272,"Item6",4,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is more captivating than most similar stories, but he has no strong feelings about it.<br>He says, <q>What a tale!</q>","+","-","+",4.59375,2.05492028274117
2272,"Item9",7,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is typical compared to similar films, but she still feels very positive about it.<br>She says, <q>What a movie!</q>","-","+","-",5.73958333333333,2.08374557324907
2272,"Item1",7,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is average compared to similar views, but he still finds it very pleasant.<br>He says, <q>What a view!</q>","-","+","-",5.73958333333333,2.08374557324907
2272,"Item5",7,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is typical compared to similar flowers, but he is still very happy about it.<br>He says, <q>What a bloom!</q>","+","+","-",5.70833333333333,2.0921742237338
2272,"Item12",7,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is more beautiful than most similar songs, and she finds it very pleasant.<br>She says, <q>What a song!</q>","+","+","+",8.15625,1.51711724558193
2272,"Item16",9,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is more elegant than most similar dresses, and she feels very positive about it.<br>She says, <q>What a dress!</q>","-","+","+",7.53125,2.03109058078866
2272,"Item11",5,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is typical compared to similar markets, and she feels indifferent about it.<br>She says, <q>What a market!</q>","-","-","-",3.19791666666667,1.87290818987993
2272,"Item13",4,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is average compared to similar creams, but she still feels very positive about it.<br>She says, <q>What a cream!</q>","+","+","-",5.70833333333333,2.0921742237338
2272,"Item8",7,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is more exquisite than most similar wines, and he feels very positive about it.<br>He says, <q>What a flavor!</q>","-","+","+",7.53125,2.03109058078866
2272,"Item3",3,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is average compared to similar photographs, and he feels indifferent about it.<br>He says, <q>What a shot!</q>","-","-","-",3.19791666666667,1.87290818987993
2272,"Item7",3,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is ordinary compared to similar teas, and he feels indifferent about it.<br>He says, <q>What an infusion!</q>","+","-","-",3.36458333333333,1.80128487280121
2272,"Item14",4,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are more delicious than most similar cookies, but she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","+","-","+",4.59375,2.05492028274117
2272,"Item15",3,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is normal compared to similar games, and she is neutral about it.<br>She says, <q>What a game!</q>","+","-","-",3.36458333333333,1.80128487280121
2273,"Item5",6,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, but he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","-","-","+",4.29166666666667,1.9189726783753
2273,"Item6",7,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, and he has no strong feelings about it.<br>He says, <q>What a tale!</q>","-","-","-",3.19791666666667,1.87290818987993
2273,"Item1",8,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is nicer than most similar views, but he still feels neutral about it.<br>He says, <q>What a view!</q>","+","-","+",4.59375,2.05492028274117
2273,"Item15",10,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is more entertaining than most similar games, and she feels very positive about it.<br>She says, <q>What a game!</q>","+","+","+",8.15625,1.51711724558193
2273,"Item7",8,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is tastier than most similar teas, and he is very happy about it.<br>He says, <q>What an infusion!</q>","+","+","+",8.15625,1.51711724558193
2273,"Item4",5,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is average compared to similar meals, but he still finds it very pleasant.<br>He says, <q>What a dish!</q>","-","+","-",5.73958333333333,2.08374557324907
2273,"Item9",5,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is more interesting than most similar films, but she feels indifferent about it.<br>She says, <q>What a movie!</q>","+","-","+",4.59375,2.05492028274117
2273,"Item12",7,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is typical compared to similar songs, but she still finds it very pleasant.<br>She says, <q>What a song!</q>","-","+","-",5.73958333333333,2.08374557324907
2273,"Item8",6,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is ordinary compared to similar wines, but he still feels very positive about it.<br>He says, <q>What a flavor!</q>","+","+","-",5.70833333333333,2.0921742237338
2273,"Item13",6,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is more soothing than most similar creams, but she has no strong feelings about it.<br>She says, <q>What a cream!</q>","-","-","+",4.29166666666667,1.9189726783753
2273,"Item16",7,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is normal compared to similar dresses, but she still feels very positive about it.<br>She says, <q>What a dress!</q>","+","+","-",5.70833333333333,2.0921742237338
2273,"Item3",9,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is more striking than most similar photographs, and he finds it very pleasant.<br>He says, <q>What a shot!</q>","-","+","+",7.53125,2.03109058078866
2273,"Item10",4,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is typical compared to similar soups, and she feels indifferent about it.<br>She says, <q>What a broth!</q>","+","-","-",3.36458333333333,1.80128487280121
2273,"Item11",8,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is more lively than most similar markets, and she finds it very pleasant.<br>She says, <q>What a market!</q>","-","+","+",7.53125,2.03109058078866
2273,"Item2",5,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are average compared to similar socks, and he feels neutral about them.<br>He says, <q>What a fabric!</q>","+","-","-",3.36458333333333,1.80128487280121
2273,"Item14",6,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are normal compared to similar cookies, and she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","-","-","-",3.19791666666667,1.87290818987993
2274,"Item9",6,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is more interesting than most similar films, and she feels very positive about it.<br>She says, <q>What a movie!</q>","-","+","+",7.53125,2.03109058078866
2274,"Item16",3,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is normal compared to similar dresses, and she is neutral about it.<br>She says, <q>What a dress!</q>","+","-","-",3.36458333333333,1.80128487280121
2274,"Item3",3,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","-","-","+",4.29166666666667,1.9189726783753
2274,"Item14",4,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are normal compared to similar cookies, but she is still very happy about them.<br>She says, <q>What a cookie!</q>","+","+","-",5.70833333333333,2.0921742237338
2274,"Item1",8,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is nicer than most similar views, and he finds it very pleasant.<br>He says, <q>What a view!</q>","-","+","+",7.53125,2.03109058078866
2274,"Item6",5,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","+","+","-",5.70833333333333,2.0921742237338
2274,"Item4",3,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","-","-","-",3.19791666666667,1.87290818987993
2274,"Item8",2,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","+","-","-",3.36458333333333,1.80128487280121
2274,"Item2",1,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are average compared to similar socks, but he still finds them very pleasant.<br>He says, <q>What a fabric!</q>","-","+","-",5.73958333333333,2.08374557324907
2274,"Item5",5,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","+","+","+",8.15625,1.51711724558193
2274,"Item13",5,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is more soothing than most similar creams, and she feels very positive about it.<br>She says, <q>What a cream!</q>","+","+","+",8.15625,1.51711724558193
2274,"Item10",3,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is typical compared to similar soups, but she is still very happy about it.<br>She says, <q>What a broth!</q>","-","+","-",5.73958333333333,2.08374557324907
2274,"Item12",3,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is typical compared to similar songs, and she feels indifferent about it.<br>She says, <q>What a song!</q>","-","-","-",3.19791666666667,1.87290818987993
2274,"Item7",1,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","+","-","+",4.59375,2.05492028274117
2274,"Item15",3,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","+","-","+",4.59375,2.05492028274117
2274,"Item11",3,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is more lively than most similar markets, but she feels indifferent about it.<br>She says, <q>What a market!</q>","-","-","+",4.29166666666667,1.9189726783753
2275,"Item14",5,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are normal compared to similar cookies, and she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","+","-","-",3.36458333333333,1.80128487280121
2275,"Item7",5,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, and he is very happy about it.<br>He says, <q>What an infusion!</q>","-","+","+",7.53125,2.03109058078866
2275,"Item12",4,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is typical compared to similar songs, but she still finds it very pleasant.<br>She says, <q>What a song!</q>","+","+","-",5.70833333333333,2.0921742237338
2275,"Item2",3,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are average compared to similar socks, and he feels neutral about them.<br>He says, <q>What a fabric!</q>","-","-","-",3.19791666666667,1.87290818987993
2275,"Item1",3,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is nicer than most similar views, but he still feels neutral about it.<br>He says, <q>What a view!</q>","-","-","+",4.29166666666667,1.9189726783753
2275,"Item10",3,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is typical compared to similar soups, and she feels indifferent about it.<br>She says, <q>What a broth!</q>","-","-","-",3.19791666666667,1.87290818987993
2275,"Item5",4,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is more beautiful than most similar flowers, but he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","+","-","+",4.59375,2.05492028274117
2275,"Item3",9,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, and he finds it very pleasant.<br>He says, <q>What a shot!</q>","+","+","+",8.15625,1.51711724558193
2275,"Item4",6,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, but he still finds it very pleasant.<br>He says, <q>What a dish!</q>","+","+","-",5.70833333333333,2.0921742237338
2275,"Item9",5,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is more interesting than most similar films, but she feels indifferent about it.<br>She says, <q>What a movie!</q>","-","-","+",4.29166666666667,1.9189726783753
2275,"Item13",5,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is more soothing than most similar creams, but she has no strong feelings about it.<br>She says, <q>What a cream!</q>","+","-","+",4.59375,2.05492028274117
2275,"Item15",8,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, and she feels very positive about it.<br>She says, <q>What a game!</q>","-","+","+",7.53125,2.03109058078866
2275,"Item16",7,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, but she still feels very positive about it.<br>She says, <q>What a dress!</q>","-","+","-",5.73958333333333,2.08374557324907
2275,"Item6",3,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is typical compared to similar stories, and he has no strong feelings about it.<br>He says, <q>What a tale!</q>","+","-","-",3.36458333333333,1.80128487280121
2275,"Item8",6,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, but he still feels very positive about it.<br>He says, <q>What a flavor!</q>","-","+","-",5.73958333333333,2.08374557324907
2275,"Item11",7,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is more lively than most similar markets, and she finds it very pleasant.<br>She says, <q>What a market!</q>","+","+","+",8.15625,1.51711724558193
2276,"Item6",7,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is more captivating than most similar stories, but he has no strong feelings about it.<br>He says, <q>What a tale!</q>","-","-","+",4.29166666666667,1.9189726783753
2276,"Item3",3,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is average compared to similar photographs, and he feels indifferent about it.<br>He says, <q>What a shot!</q>","+","-","-",3.36458333333333,1.80128487280121
2276,"Item13",8,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is average compared to similar creams, but she still feels very positive about it.<br>She says, <q>What a cream!</q>","-","+","-",5.73958333333333,2.08374557324907
2276,"Item10",2,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is more hearty than most similar soups, but she feels indifferent about it.<br>She says, <q>What a broth!</q>","+","-","+",4.59375,2.05492028274117
2276,"Item15",1,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is normal compared to similar games, and she is neutral about it.<br>She says, <q>What a game!</q>","-","-","-",3.19791666666667,1.87290818987993
2276,"Item11",1,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is typical compared to similar markets, and she feels indifferent about it.<br>She says, <q>What a market!</q>","+","-","-",3.36458333333333,1.80128487280121
2276,"Item5",10,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is typical compared to similar flowers, but he is still very happy about it.<br>He says, <q>What a bloom!</q>","-","+","-",5.73958333333333,2.08374557324907
2276,"Item12",8,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is more beautiful than most similar songs, and she finds it very pleasant.<br>She says, <q>What a song!</q>","-","+","+",7.53125,2.03109058078866
2276,"Item1",10,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is average compared to similar views, but he still finds it very pleasant.<br>He says, <q>What a view!</q>","+","+","-",5.70833333333333,2.0921742237338
2276,"Item16",8,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is more elegant than most similar dresses, and she feels very positive about it.<br>She says, <q>What a dress!</q>","+","+","+",8.15625,1.51711724558193
2276,"Item14",3,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are more delicious than most similar cookies, but she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","-","-","+",4.29166666666667,1.9189726783753
2276,"Item2",1,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are warmer than most similar socks, but he still feels neutral about them.<br>He says, <q>What a fabric!</q>","+","-","+",4.59375,2.05492028274117
2276,"Item9",9,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is typical compared to similar films, but she still feels very positive about it.<br>She says, <q>What a movie!</q>","+","+","-",5.70833333333333,2.0921742237338
2276,"Item8",9,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is more exquisite than most similar wines, and he feels very positive about it.<br>He says, <q>What a flavor!</q>","+","+","+",8.15625,1.51711724558193
2276,"Item7",1,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is ordinary compared to similar teas, and he feels indifferent about it.<br>He says, <q>What an infusion!</q>","-","-","-",3.19791666666667,1.87290818987993
2277,"Item7",3,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","-","-","+",4.29166666666667,1.9189726783753
2277,"Item6",7,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","-","+","-",5.73958333333333,2.08374557324907
2277,"Item14",4,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are normal compared to similar cookies, but she is still very happy about them.<br>She says, <q>What a cookie!</q>","-","+","-",5.73958333333333,2.08374557324907
2277,"Item8",5,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","-","-","-",3.19791666666667,1.87290818987993
2277,"Item5",7,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","-","+","+",7.53125,2.03109058078866
2277,"Item4",7,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","+","-","-",3.36458333333333,1.80128487280121
2277,"Item9",8,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is more interesting than most similar films, and she feels very positive about it.<br>She says, <q>What a movie!</q>","+","+","+",8.15625,1.51711724558193
2277,"Item3",5,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","+","-","+",4.59375,2.05492028274117
2277,"Item15",6,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","-","-","+",4.29166666666667,1.9189726783753
2277,"Item1",9,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is nicer than most similar views, and he finds it very pleasant.<br>He says, <q>What a view!</q>","+","+","+",8.15625,1.51711724558193
2277,"Item11",6,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is more lively than most similar markets, but she feels indifferent about it.<br>She says, <q>What a market!</q>","+","-","+",4.59375,2.05492028274117
2277,"Item12",6,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is typical compared to similar songs, and she feels indifferent about it.<br>She says, <q>What a song!</q>","+","-","-",3.36458333333333,1.80128487280121
2277,"Item16",3,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, and she is neutral about it.<br>She says, <q>What a dress!</q>","-","-","-",3.19791666666667,1.87290818987993
2277,"Item13",8,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is more soothing than most similar creams, and she feels very positive about it.<br>She says, <q>What a cream!</q>","-","+","+",7.53125,2.03109058078866
2277,"Item10",8,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is typical compared to similar soups, but she is still very happy about it.<br>She says, <q>What a broth!</q>","+","+","-",5.70833333333333,2.0921742237338
2277,"Item2",6,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are average compared to similar socks, but he still finds them very pleasant.<br>He says, <q>What a fabric!</q>","+","+","-",5.70833333333333,2.0921742237338
2278,"Item4",1,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","+","-","-",3.36458333333333,1.80128487280121
2278,"Item2",4,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are average compared to similar socks, but he still finds them very pleasant.<br>He says, <q>What a fabric!</q>","+","+","-",5.70833333333333,2.0921742237338
2278,"Item5",5,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","-","+","+",7.53125,2.03109058078866
2278,"Item10",4,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is typical compared to similar soups, but she is still very happy about it.<br>She says, <q>What a broth!</q>","+","+","-",5.70833333333333,2.0921742237338
2278,"Item3",3,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","+","-","+",4.59375,2.05492028274117
2278,"Item12",3,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is typical compared to similar songs, and she feels indifferent about it.<br>She says, <q>What a song!</q>","+","-","-",3.36458333333333,1.80128487280121
2278,"Item13",6,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is more soothing than most similar creams, and she feels very positive about it.<br>She says, <q>What a cream!</q>","-","+","+",7.53125,2.03109058078866
2278,"Item16",1,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, and she is neutral about it.<br>She says, <q>What a dress!</q>","-","-","-",3.19791666666667,1.87290818987993
2278,"Item1",10,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is nicer than most similar views, and he finds it very pleasant.<br>He says, <q>What a view!</q>","+","+","+",8.15625,1.51711724558193
2278,"Item9",8,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is more interesting than most similar films, and she feels very positive about it.<br>She says, <q>What a movie!</q>","+","+","+",8.15625,1.51711724558193
2278,"Item11",6,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is more lively than most similar markets, but she feels indifferent about it.<br>She says, <q>What a market!</q>","+","-","+",4.59375,2.05492028274117
